artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,uri_count,rank_mean,lowest_rank,highest_rank,rank_median,streams_mean,streams_max,streams_min,streams_median,streams_sum,first_date,last_date
Josh Turner,Hometown Girl,0.502,0.792,3.0,-5.473,0.0,0.0335,0.304,0.0385,0.143,0.44,155.902,spotify:track:5C6uh95eAL0RBTSGXKQwvk,215080.0,4.0,56.0,178.42857142857142,200.0,139.0,183.5,173279.48214285713,220708.0,142107.0,168320.5,9703651.0,2017-04-03,2017-08-24
Khalid,Young Dumb & Broke,0.798,0.539,1.0,-6.351,1.0,0.0421,0.199,1.66e-05,0.165,0.394,136.949,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,202547.0,4.0,884.0,97.78733031674209,200.0,5.0,119.0,390665.04751131224,1045479.0,159321.0,286530.5,345347902.0,2017-04-03,2020-01-07
Jason Aldean,Any Ol' Barstool,0.536,0.722,4.0,-4.163,1.0,0.0284,0.312,0.0,0.117,0.499,143.78,spotify:track:4T5Z4mbTe7kuGqgLpaRtTh,203293.0,4.0,9.0,192.55555555555554,199.0,184.0,195.0,170251.77777777778,180419.0,157416.0,169867.0,1532266.0,2017-04-03,2017-07-05
Halsey,Now Or Never,0.67,0.585,6.0,-4.861,0.0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,spotify:track:7i2DJ88J7jQ8K7zqFX2fW8,214802.0,4.0,251.0,82.29482071713147,200.0,12.0,57.0,400739.05976095615,799463.0,160669.0,323635.0,100585504.0,2017-04-05,2018-01-11
The Chainsmokers,Break Up Every Night,0.624,0.806,1.0,-5.957,1.0,0.0437,0.00411,0.0,0.0872,0.528,149.999,spotify:track:6cPyTS0Kk2sc4xQwC93kOg,207520.0,4.0,53.0,94.67924528301887,145.0,18.0,99.0,299969.90566037735,828804.0,184685.0,274396.0,15898405.0,2017-04-07,2017-05-29
Harry Styles,Sign of the Times,0.516,0.595,5.0,-4.63,1.0,0.0313,0.0275,0.0,0.109,0.222,119.972,spotify:track:5Ohxk2dO5COHF1krpoPigN,340707.0,4.0,138.0,82.71014492753623,192.0,17.0,62.5,395885.0869565217,920237.0,150611.0,340636.0,54632142.0,2017-04-07,2017-08-28
The Chainsmokers,Don't Say,0.567,0.464,5.0,-9.66,1.0,0.0302,0.0199,9.31e-06,0.269,0.309,99.806,spotify:track:1pJQAHpD51J7GYaFrrFO9S,228480.0,4.0,11.0,101.63636363636364,184.0,34.0,80.0,297085.7272727273,543206.0,173529.0,285902.0,3267943.0,2017-04-07,2017-04-18
The Chainsmokers,Honest,0.673,0.514,0.0,-10.772,0.0,0.0465,0.0121,8.5e-05,0.385,0.312,100.035,spotify:track:6KjbNLbRjuoa8rEq5yNA6H,208000.0,4.0,8.0,98.25,194.0,39.0,91.0,300721.5,512406.0,188627.0,271957.0,2405772.0,2017-04-07,2017-04-14
The Chainsmokers,Bloodstream,0.62,0.627,9.0,-5.889,1.0,0.0259,0.0317,0.0,0.172,0.164,90.955,spotify:track:26AuyrZGzWWiYZPSd3XBIg,224280.0,4.0,10.0,101.7,196.0,40.0,81.0,296065.0,511590.0,174474.0,284831.0,2960650.0,2017-04-07,2017-04-18
The Chainsmokers,My Type,0.604,0.603,7.0,-6.324,0.0,0.0389,0.0357,0.0,0.126,0.15,94.989,spotify:track:6V9kwssTrwkKT72imgowj9,217413.0,4.0,11.0,110.27272727272727,193.0,49.0,94.0,278371.2727272727,462019.0,175004.0,275561.0,3062084.0,2017-04-07,2017-04-18
The Chainsmokers,It Won't Kill Ya,0.572,0.53,6.0,-8.521,0.0,0.0654,0.0647,0.000169,0.127,0.12,170.138,spotify:track:5xhJmd0I15jFcEdqxfCzKk,217613.0,4.0,7.0,100.71428571428571,158.0,55.0,102.0,284467.5714285714,430866.0,204908.0,259160.0,1991273.0,2017-04-07,2017-04-13
The Chainsmokers,Last Day Alive,0.435,0.706,0.0,-8.197,1.0,0.0425,0.0571,4.15e-05,0.0903,0.24,144.913,spotify:track:6GeD5g9vZTz25Egf8kxoIY,214307.0,4.0,8.0,88.25,148.0,56.0,78.5,301913.875,424635.0,226113.0,283108.5,2415311.0,2017-04-07,2017-04-14
The Chainsmokers,Wake Up Alone,0.643,0.52,9.0,-5.968,0.0,0.0334,0.0102,0.0,0.11,0.23,75.168,spotify:track:0dj1CtyRxZ4bnIT4Q20jNT,215720.0,4.0,7.0,107.85714285714286,167.0,59.0,106.0,274311.5714285714,415807.0,199612.0,246221.0,1920181.0,2017-04-07,2017-04-13
The Chainsmokers,Young,0.615,0.564,9.0,-6.384,1.0,0.0291,0.0105,0.0,0.148,0.454,103.006,spotify:track:1KeZgPUr54C8iz3FjqzVoz,224773.0,4.0,8.0,108.5,192.0,65.0,101.0,269459.125,388321.0,173795.0,257272.0,2155673.0,2017-04-07,2017-04-17
Gorillaz,Let Me Out (feat. Mavis Staples & Pusha T),0.607,0.785,1.0,-5.955,0.0,0.258,0.211,3.34e-06,0.915,0.517,81.087,spotify:track:44PelqgstAM0lb8rHPKfHq,175813.0,4.0,5.0,147.4,199.0,93.0,150.0,227805.2,310920.0,154018.0,210622.0,1139026.0,2017-04-07,2017-05-01
French Montana,Unforgettable,0.726,0.769,6.0,-5.043,1.0,0.123,0.0293,0.0101,0.104,0.733,97.985,spotify:track:3B54sVLJ402zGa6Xm4YGNe,233902.0,4.0,498.0,65.714859437751,199.0,1.0,51.0,570794.0040160642,1277544.0,185211.0,431922.5,284255414.0,2017-04-07,2018-10-16
Joey Bada$$,ROCKABYE BABY (feat. ScHoolboy Q),0.553,0.877,7.0,-4.694,0.0,0.371,0.166,0.0,0.0481,0.557,166.242,spotify:track:31mqc7EKPsJf3pe6H5jEfC,223553.0,4.0,5.0,161.8,198.0,99.0,181.0,207240.0,303685.0,157104.0,181808.0,1036200.0,2017-04-07,2017-04-11
Joey Bada$$,FOR MY PEOPLE,0.672,0.704,11.0,-6.628,0.0,0.165,0.111,0.0,0.115,0.188,100.986,spotify:track:5URYXSFGks9Q8eYePlgVdL,232765.0,4.0,2.0,142.0,178.0,106.0,142.0,235731.5,283528.0,187935.0,235731.5,471463.0,2017-04-07,2017-04-08
Joey Bada$$,TEMPTATION,0.775,0.707,10.0,-5.339,0.0,0.152,0.397,0.0,0.874,0.78,104.979,spotify:track:7L9g4cPfohScjJ8mGwLQWr,244198.0,4.0,13.0,146.3846153846154,189.0,97.0,154.0,217151.6923076923,277007.0,155002.0,205590.0,2822972.0,2017-04-07,2017-04-20
Joey Bada$$,GOOD MORNING AMERIKKKA,0.579,0.642,8.0,-7.37,1.0,0.244,0.6,3.52e-05,0.214,0.3,97.32,spotify:track:3sHSPjEF7Elsn2K9tgt3vl,98251.0,4.0,1.0,112.0,112.0,112.0,112.0,271088.0,271088.0,271088.0,271088.0,271088.0,2017-04-07,2017-04-07
Joey Bada$$,"RING THE ALARM (feat. Nyck Caution, Kirk Knight & Meechy Darko)",0.51,0.907,2.0,-4.239,1.0,0.441,0.244,0.0,0.133,0.521,93.442,spotify:track:3I9zZfbeaRo9ks1MB7zhmR,260122.0,4.0,2.0,149.5,185.0,114.0,149.5,225770.0,269298.0,182242.0,225770.0,451540.0,2017-04-07,2017-04-08
Joey Bada$$,LAND OF THE FREE,0.734,0.649,8.0,-6.235,0.0,0.313,0.466,0.0,0.116,0.158,95.1,spotify:track:6xz04ypw5JsqiyityCASG1,283690.0,4.0,2.0,142.5,168.0,117.0,142.5,230045.5,265900.0,194191.0,230045.5,460091.0,2017-04-07,2017-04-08
Kevin Gates,What If,0.684,0.597,3.0,-5.357,0.0,0.0344,0.0523,0.0,0.138,0.187,132.942,spotify:track:0xLveImn5AxGYzeyw1oz9O,194718.0,4.0,1.0,126.0,126.0,126.0,126.0,252844.0,252844.0,252844.0,252844.0,252844.0,2017-04-07,2017-04-07
Joey Bada$$,LEGENDARY (feat. J. Cole),0.722,0.654,11.0,-5.419,0.0,0.173,0.198,5.73e-06,0.0891,0.418,81.984,spotify:track:5csdNgCD64XzhsyoRlhzsa,278112.0,4.0,1.0,128.0,128.0,128.0,128.0,251440.0,251440.0,251440.0,251440.0,251440.0,2017-04-07,2017-04-07
Joey Bada$$,SUPER PREDATOR (feat. Styles P),0.729,0.79,1.0,-4.989,1.0,0.198,0.378,0.0,0.119,0.876,92.081,spotify:track:0dKLHSqcu9vuFgnb0O8rff,251868.0,4.0,1.0,161.0,161.0,161.0,161.0,215071.0,215071.0,215071.0,215071.0,215071.0,2017-04-07,2017-04-07
Joey Bada$$,Y U DON'T LOVE ME? (MISS AMERIKKKA),0.693,0.703,2.0,-6.36,0.0,0.0667,0.598,0.0,0.523,0.224,112.943,spotify:track:2du3gY4bJg7jTryvzFNbHf,199080.0,4.0,1.0,168.0,168.0,168.0,168.0,210448.0,210448.0,210448.0,210448.0,210448.0,2017-04-07,2017-04-07
Desiigner,Up,0.911,0.632,8.0,-7.567,1.0,0.427,0.0222,4.67e-06,0.254,0.382,144.018,spotify:track:5YYjsDIxJKpVgNLkPpBmRA,235677.0,4.0,18.0,173.94444444444446,199.0,142.0,179.5,189023.16666666666,216317.0,168613.0,187800.5,3402417.0,2017-04-07,2017-04-27
Joey Bada$$,BABYLON (feat. Chronixx),0.505,0.695,10.0,-4.8,1.0,0.332,0.555,0.0,0.326,0.393,173.468,spotify:track:3Zll5MbCF6D7Tg7lsH9KYI,336333.0,4.0,1.0,195.0,195.0,195.0,195.0,190230.0,190230.0,190230.0,190230.0,190230.0,2017-04-07,2017-04-07
Bebe Rexha,Bad Bitch (feat. Ty Dolla $ign),0.656,0.615,5.0,-6.252,1.0,0.0539,0.0283,0.0,0.234,0.366,139.91,spotify:track:4ZJPwET9Jrgpkqi4Vo3Yg8,197253.0,4.0,53.0,92.30188679245283,142.0,69.0,90.0,286806.7358490566,355657.0,202883.0,298600.0,15200757.0,2017-04-08,2017-06-01
Lord Huron,The Night We Met,0.545,0.366,2.0,-9.51,1.0,0.0378,0.969,0.267,0.641,0.1,86.997,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,208212.0,3.0,182.0,135.9065934065934,200.0,43.0,152.0,249220.44505494504,514032.0,152608.0,197178.0,45358121.0,2017-04-10,2019-02-14
Frank Ocean,Biking,0.673,0.463,2.0,-7.247,1.0,0.191,0.681,4.9e-06,0.0907,0.268,147.981,spotify:track:2q0VexHJirnUPnEOhr2DxK,277521.0,4.0,11.0,156.45454545454547,196.0,91.0,180.0,206089.9090909091,276483.0,154977.0,181116.0,2266989.0,2017-04-11,2017-04-25
Kendrick Lamar,DNA.,0.638,0.523,1.0,-6.664,1.0,0.357,0.00454,0.0,0.0842,0.422,139.913,spotify:track:6HZILIRieu8S0iqY8kIKhj,185947.0,4.0,438.0,71.40182648401826,200.0,2.0,63.0,541679.3059360731,3643231.0,186772.0,360665.0,237255536.0,2017-04-14,2019-01-15
Kendrick Lamar,ELEMENT.,0.748,0.705,4.0,-4.547,0.0,0.485,0.204,0.0,0.246,0.483,189.891,spotify:track:1EaKU4dMbesXXd3BrLCtYG,208733.0,4.0,185.0,88.31351351351351,200.0,3.0,79.0,446637.3405405405,2804824.0,153256.0,289605.0,82627908.0,2017-04-14,2017-10-19
Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,0.658,0.535,9.0,-8.983,0.0,0.0573,0.0265,0.0,0.2,0.419,110.684,spotify:track:6SwRhMLwNqEi6alNPVG00n,227360.0,4.0,327.0,82.44648318042813,199.0,4.0,73.0,422517.65137614676,2739572.0,178228.0,338463.0,138163272.0,2017-04-14,2018-04-18
Kendrick Lamar,YAH.,0.67,0.7,1.0,-7.893,1.0,0.196,0.576,5.34e-06,0.226,0.648,69.986,spotify:track:4BHSjbYylfOH5WAGusDyni,160293.0,4.0,64.0,79.65625,197.0,5.0,68.0,515670.859375,2578950.0,151022.0,344470.0,33002935.0,2017-04-14,2017-06-19
Kendrick Lamar,BLOOD.,0.357,0.238,8.0,-16.78,0.0,0.265,0.142,0.0859,0.55,0.494,156.907,spotify:track:1n4jwRVXdkK2U34nBDUKKT,118067.0,4.0,41.0,94.41463414634147,195.0,6.0,81.0,456537.1951219512,2439181.0,154435.0,313062.0,18718025.0,2017-04-14,2017-05-24
Kendrick Lamar,FEEL.,0.746,0.798,0.0,-8.382,1.0,0.349,0.137,0.0,0.139,0.553,109.968,spotify:track:2LTlO3NuNVN70lp2ZbVswF,214827.0,4.0,55.0,80.98181818181818,200.0,7.0,76.0,509721.4909090909,2356982.0,163887.0,347646.0,28034682.0,2017-04-14,2017-06-10
Kendrick Lamar,PRIDE.,0.665,0.535,4.0,-7.056,0.0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,275253.0,4.0,60.0,85.18333333333334,194.0,8.0,77.5,483927.98333333334,2187484.0,157170.0,322024.0,29035679.0,2017-04-14,2017-06-15
Kendrick Lamar,XXX. FEAT. U2.,0.568,0.619,1.0,-6.899,1.0,0.414,0.138,1.67e-06,0.11,0.293,170.115,spotify:track:4iYRa2btalAzPZoSYfROqF,254200.0,4.0,95.0,96.67368421052632,195.0,6.0,95.0,431077.22105263156,2158126.0,148411.0,255834.0,40952336.0,2017-04-14,2017-07-20
Kendrick Lamar,LOVE. FEAT. ZACARI.,0.8,0.585,10.0,-7.343,1.0,0.0924,0.264,0.0,0.153,0.779,126.058,spotify:track:6PGoSes0D9eUDeeAafB2As,213400.0,4.0,545.0,72.74495412844037,200.0,5.0,53.0,478606.00733944954,2070445.0,184216.0,426382.0,260840274.0,2017-04-14,2019-10-30
Kendrick Lamar,LUST.,0.678,0.562,3.0,-9.197,0.0,0.508,0.193,0.0,0.104,0.566,94.241,spotify:track:06FCvd7rrRcF3DdvWH5Isp,307880.0,4.0,60.0,83.35,183.0,11.0,74.5,469788.9166666667,1996974.0,160286.0,327328.0,28187335.0,2017-04-14,2017-06-15
Kendrick Lamar,FEAR.,0.588,0.479,1.0,-7.039,1.0,0.281,0.604,7.2e-06,0.527,0.434,150.414,spotify:track:23luOrEVHMfoX0AhfbQuS6,460573.0,4.0,47.0,85.93617021276596,198.0,13.0,86.0,454007.170212766,1717540.0,157812.0,318277.0,21338337.0,2017-04-14,2017-06-01
Kendrick Lamar,DUCKWORTH.,0.552,0.731,7.0,-6.873,1.0,0.615,0.0536,0.0,0.258,0.632,174.516,spotify:track:0y9uTzK9cNKSAEHnpeRG8C,248613.0,4.0,43.0,83.72093023255815,192.0,14.0,90.0,442812.488372093,1546449.0,179452.0,331013.0,19040937.0,2017-04-14,2017-05-26
Kendrick Lamar,GOD.,0.706,0.557,0.0,-5.8,1.0,0.0813,0.0347,0.0,0.276,0.205,132.98,spotify:track:5p3NP9mQblDsVJLdfNZJ3I,248827.0,4.0,54.0,89.66666666666667,195.0,15.0,85.0,414792.9259259259,1529024.0,151605.0,315597.5,22398818.0,2017-04-14,2017-06-11
Logic,Black SpiderMan,0.611,0.867,1.0,-5.298,1.0,0.0896,0.11,0.000105,0.346,0.336,140.032,spotify:track:7BKUWh5sdtdS17crohRe4L,331267.0,4.0,52.0,104.96153846153847,199.0,33.0,94.0,299943.6538461539,646055.0,160316.0,280482.0,15597070.0,2017-04-14,2017-09-06
Lil Yachty,Peek A Boo,0.957,0.593,1.0,-6.982,1.0,0.301,0.06,0.0,0.0908,0.284,127.027,spotify:track:1iTWoKAdilGEmit6xhQZje,247613.0,4.0,72.0,123.61111111111111,200.0,65.0,118.5,240748.88888888888,382582.0,152546.0,238928.5,17333920.0,2017-04-14,2017-07-01
Playboi Carti,wokeuplikethis*,0.785,0.62,8.0,-6.668,1.0,0.254,0.0138,0.0,0.15,0.478,78.476,spotify:track:59J5nzL1KniFHnU120dQzt,235535.0,4.0,322.0,102.23291925465838,200.0,52.0,86.0,287214.21428571426,444047.0,172231.0,274543.5,92482977.0,2017-04-14,2018-03-08
Kendrick Lamar,Money Trees,0.716,0.531,7.0,-7.355,1.0,0.122,0.0703,0.0,0.224,0.344,71.994,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,386907.0,4.0,2.0,154.5,159.0,150.0,154.5,208060.0,224274.0,191846.0,208060.0,416120.0,2017-04-14,2017-04-15
John Mayer,In the Blood,0.546,0.657,8.0,-6.526,1.0,0.0255,0.386,1.03e-05,0.0983,0.52,80.007,spotify:track:77Y57qRJBvkGCUw9qs0qMg,243667.0,4.0,1.0,151.0,151.0,151.0,151.0,223832.0,223832.0,223832.0,223832.0,223832.0,2017-04-14,2017-04-14
Kendrick Lamar,A.D.H.D,0.624,0.729,1.0,-4.747,1.0,0.198,0.415,0.0,0.135,0.334,87.948,spotify:track:4tQcyj5488alHT1ZgFduzn,261747.0,4.0,2.0,176.5,178.0,175.0,176.5,189681.0,202102.0,177260.0,189681.0,379362.0,2017-04-14,2017-04-15
DNCE,Kissing Strangers,0.772,0.744,7.0,-5.803,1.0,0.0398,0.0547,0.0,0.0852,0.86,120.065,spotify:track:1NkwZ9TnIs8js6G0M6M7RU,202480.0,4.0,1.0,187.0,187.0,187.0,187.0,194710.0,194710.0,194710.0,194710.0,194710.0,2017-04-14,2017-04-14
Lady Gaga,The Cure,0.697,0.506,8.0,-4.863,1.0,0.0325,0.0792,0.0,0.0893,0.516,100.002,spotify:track:34oB5r0lcN3fYWCs2uA1k5,211364.0,4.0,93.0,84.09677419354838,196.0,36.0,63.0,351738.60215053766,609996.0,153045.0,359797.0,32711690.0,2017-04-16,2017-07-20
Young Thug,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",0.631,0.732,1.0,-4.706,1.0,0.203,0.0304,0.0,0.261,0.549,151.779,spotify:track:5PfTI3zrQbZEWcQdycMqJM,231659.0,4.0,5.0,178.0,189.0,166.0,174.0,181262.4,195771.0,155013.0,184266.0,906312.0,2017-04-16,2017-04-20
Luis Fonsi,Despacito - Remix,0.653,0.816,2.0,-4.353,1.0,0.167,0.228,0.0,0.0967,0.816,178.085,spotify:track:6rPO02ozF3bM7NnOV4h6s2,228827.0,4.0,339.0,65.42477876106194,199.0,1.0,49.0,743145.9174041298,2135449.0,167904.0,419386.0,251926466.0,2017-04-17,2020-01-01
PnB Rock,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",0.703,0.661,6.0,-3.885,1.0,0.0539,0.0517,0.0,0.34,0.495,149.906,spotify:track:5de7ci7TFqbQ1PFgKAD7MR,249240.0,4.0,213.0,161.94366197183098,200.0,117.0,166.0,191302.91079812206,225920.0,161160.0,189359.0,40747520.0,2017-04-17,2017-11-25
Post Malone,Candy Paint,0.664,0.667,4.0,-5.941,1.0,0.154,0.64,1.22e-06,0.0753,0.381,180.064,spotify:track:32lItqlMi4LBhb4k0BaSaC,227533.0,4.0,714.0,94.78151260504201,200.0,4.0,98.5,400100.52521008404,1836069.0,157460.0,306099.5,285671775.0,2017-04-18,2019-09-08
Paramore,Hard Times,0.695,0.818,5.0,-5.379,0.0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,spotify:track:0w5Bdu51Ka25Pf3hojsKHh,182693.0,4.0,25.0,133.76,192.0,54.0,133.0,238714.96,448013.0,167965.0,226922.0,5967874.0,2017-04-19,2017-05-23
Lana Del Rey,Lust for Life (with The Weeknd),0.504,0.655,0.0,-8.644,0.0,0.0542,0.604,0.00193,0.364,0.262,99.982,spotify:track:0mt02gJ425Xjm7c3jYkOBn,264066.0,4.0,26.0,112.8076923076923,197.0,31.0,112.5,282423.6153846154,690068.0,153321.0,235913.0,7343014.0,2017-04-20,2017-07-31
Shawn Mendes,There's Nothing Holdin' Me Back,0.866,0.813,11.0,-4.063,0.0,0.0554,0.38,0.0,0.0779,0.969,121.998,spotify:track:7JJmb5XwzOO8jgpou264Ml,199440.0,4.0,275.0,83.3709090909091,200.0,26.0,58.0,386385.2181818182,712166.0,176819.0,427809.0,106255935.0,2017-04-20,2018-02-07
Gucci Mane,Both (feat. Drake & Lil Wayne) - Remix,0.834,0.493,5.0,-6.567,0.0,0.128,0.0606,7.95e-05,0.0666,0.28,140.007,spotify:track:3VCYe6mCXebBgcfzaxCVNI,252017.0,4.0,54.0,135.7037037037037,197.0,103.0,128.5,220531.4814814815,277512.0,153795.0,220439.5,11908700.0,2017-04-20,2017-06-18
Charlie Puth,Attention,0.775,0.613,3.0,-4.586,0.0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,spotify:track:5cF0dROlMOK5uNZtivgu50,208787.0,4.0,343.0,74.63556851311954,199.0,16.0,64.0,417995.15160349855,798246.0,163705.0,357461.0,143372337.0,2017-04-21,2018-05-17
blackbear,make daddy proud,0.818,0.497,4.0,-7.249,0.0,0.0502,0.162,0.0,0.0645,0.814,102.042,spotify:track:1V8c3uV6p7uTsfQof5oRXg,208235.0,3.0,7.0,167.71428571428572,197.0,92.0,179.0,196753.0,304028.0,163233.0,181235.0,1377271.0,2017-04-21,2017-04-27
blackbear,hell is where i dreamt of u and woke up alone,0.587,0.199,7.0,-11.615,1.0,0.0574,0.924,0.0,0.13,0.33,136.762,spotify:track:7mmf56XtAneYnuomOuvySJ,168429.0,4.0,1.0,148.0,148.0,148.0,148.0,220804.0,220804.0,220804.0,220804.0,220804.0,2017-04-21,2017-04-21
Playboi Carti,Magnolia,0.791,0.581,11.0,-7.323,0.0,0.286,0.0113,0.0,0.35,0.438,162.99,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,181812.0,4.0,362.0,75.67955801104972,200.0,10.0,60.0,413517.6961325967,870371.0,161432.0,352906.0,149693406.0,2017-04-21,2018-05-19
MØ,Nights With You,0.763,0.671,1.0,-4.029,0.0,0.1,0.401,1.16e-05,0.375,0.602,120.06,spotify:track:5q5gzmbBS5yQzos2BvVr1t,197495.0,4.0,57.0,108.05263157894737,199.0,83.0,104.0,240527.84210526315,289838.0,163014.0,247575.0,13710087.0,2017-04-21,2017-07-13
Brantley Gilbert,The Weekend,0.511,0.812,6.0,-4.763,0.0,0.0464,0.0496,1.64e-06,0.0829,0.692,81.992,spotify:track:48tAdjG4ng2JfECa7OQujk,187760.0,4.0,8.0,196.125,200.0,189.0,197.5,170471.375,175981.0,157627.0,171566.0,1363771.0,2017-04-25,2017-05-29
Kiiara,Whippin (feat. Felix Snow),0.87,0.502,5.0,-7.497,0.0,0.0549,0.549,0.00356,0.0916,0.673,82.53,spotify:track:3QWjljChcOMkRDYSzF33Qr,160597.0,4.0,41.0,96.2439024390244,179.0,75.0,93.0,279342.5853658537,338899.0,178184.0,292260.0,11453046.0,2017-04-26,2017-06-08
DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",0.66,0.67,7.0,-4.283,1.0,0.0334,0.052,0.0,0.338,0.791,80.997,spotify:track:778e6G3KFYC3KYcMMSvv5Y,286920.0,4.0,329.0,72.88753799392097,197.0,2.0,72.0,676971.3069908815,2432351.0,164849.0,335005.0,222723560.0,2017-04-28,2018-04-15
Logic,1-800-273-8255,0.62,0.574,5.0,-7.788,0.0,0.0479,0.569,0.0,0.19,0.357,100.023,spotify:track:5tz69p7tJuGPeMGwNTxYuV,250173.0,4.0,589.0,80.106960950764,200.0,1.0,60.0,541794.2105263158,1559318.0,179555.0,408232.0,319116790.0,2017-04-28,2019-05-09
Katy Perry,Bon appétit,0.799,0.794,6.0,-5.834,1.0,0.0628,0.13,8.23e-05,0.221,0.524,106.031,spotify:track:4rHmKlFRiFzabiVO6e9w2e,227813.0,4.0,30.0,104.9,197.0,41.0,97.0,285377.0333333333,556072.0,164475.0,271312.5,8561311.0,2017-04-28,2017-06-12
Kygo,First Time,0.633,0.592,0.0,-7.245,0.0,0.112,0.197,0.0,0.099,0.679,90.066,spotify:track:2Gl0FzuLxflY6nPifJp5Dr,193511.0,4.0,77.0,72.33766233766234,195.0,35.0,65.0,372069.3896103896,613831.0,161698.0,333180.0,28649343.0,2017-04-28,2017-07-19
Gorillaz,Submission (feat. Danny Brown & Kelela),0.677,0.83,4.0,-3.96,1.0,0.0489,0.00697,0.0,0.134,0.612,137.997,spotify:track:2W4yTO3qHdqyvbz2UxfIPh,201573.0,4.0,4.0,134.75,189.0,57.0,146.5,256129.25,441027.0,160524.0,211483.0,1024517.0,2017-04-28,2017-05-01
Gorillaz,Strobelite (feat. Peven Everett),0.64,0.864,4.0,-4.909,0.0,0.0869,0.0409,1.55e-06,0.136,0.497,105.107,spotify:track:6XGddj522FQRHXEhBtjiJu,272667.0,4.0,2.0,108.5,139.0,78.0,108.5,291274.5,361247.0,221302.0,291274.5,582549.0,2017-04-28,2017-04-29
Gorillaz,Momentz (feat. De La Soul),0.781,0.98,0.0,-5.077,1.0,0.285,0.0549,2.74e-06,0.597,0.487,140.235,spotify:track:2RCp9QBnFSxdKe8RD4xF8s,196907.0,4.0,4.0,144.5,186.0,82.0,155.0,228196.5,345768.0,161427.0,202795.5,912786.0,2017-04-28,2017-05-01
Imagine Dragons,Thunder,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,spotify:track:1zB4vmk8tFRmM9UULNzbLB,187147.0,4.0,721.0,102.6504854368932,200.0,16.0,112.0,355171.30790568655,724437.0,168351.0,287920.0,256078513.0,2017-04-28,2019-07-05
Fall Out Boy,Young And Menace,0.646,0.833,11.0,-5.134,1.0,0.057,0.112,0.000462,0.121,0.278,108.003,spotify:track:6XEPmHllDGDaO4w84Xjtgi,223947.0,4.0,6.0,153.5,198.0,92.0,155.0,215811.0,322127.0,163488.0,202325.5,1294866.0,2017-04-28,2018-01-22
Gorillaz,Charger (feat. Grace Jones),0.574,0.741,0.0,-4.815,1.0,0.044,0.112,0.00362,0.347,0.511,138.041,spotify:track:2CJ6CRzuRQd46asE1ucuVD,214387.0,4.0,2.0,129.0,158.0,100.0,129.0,249166.0,300001.0,198331.0,249166.0,498332.0,2017-04-28,2017-04-29
Wale,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",0.728,0.811,7.0,-4.278,1.0,0.0564,0.0453,2.07e-06,0.362,0.705,114.995,spotify:track:7rfiXyFb5M9BqdkvKvVEiB,228707.0,4.0,3.0,161.0,194.0,105.0,184.0,215188.33333333334,292374.0,170053.0,183138.0,645565.0,2017-04-28,2017-05-02
ODESZA,Line Of Sight (feat. WYNNE & Mansionair),0.558,0.733,8.0,-6.65,1.0,0.0693,0.0334,0.00193,0.193,0.173,89.992,spotify:track:2WWfjbHALIb3e7FMcj9mr4,237140.0,4.0,1.0,120.0,120.0,120.0,120.0,277587.0,277587.0,277587.0,277587.0,277587.0,2017-04-28,2017-04-28
Gorillaz,Busted and Blue,0.183,0.458,2.0,-9.651,0.0,0.0459,0.876,0.776,0.355,0.0661,69.352,spotify:track:04zxGiXcmNQ0m9oDXtwo18,277053.0,4.0,2.0,147.0,173.0,121.0,147.0,233498.0,276591.0,190405.0,233498.0,466996.0,2017-04-28,2017-04-29
Phoenix,J-Boy,0.528,0.904,0.0,-7.273,1.0,0.0446,0.0333,0.00607,0.111,0.686,97.961,spotify:track:7fu8iCAdNuV5HLkuZVHLZP,247373.0,4.0,1.0,129.0,129.0,129.0,129.0,262198.0,262198.0,262198.0,262198.0,262198.0,2017-04-28,2017-04-28
OneRepublic,No Vacancy,0.72,0.727,5.0,-3.882,1.0,0.0489,0.0556,0.0,0.138,0.481,99.994,spotify:track:4QeoDcR16IHpmmgFGQDrCp,223190.0,4.0,69.0,106.91304347826087,153.0,65.0,102.0,246368.07246376813,379335.0,173103.0,238745.0,16999397.0,2017-04-28,2017-07-19
